0 -19.1140  
1 -19.1140  
0 -14.4250  
1 -14.4250  
0 -14.3849  
1 -14.3849  
0 -14.3806  
1 -14.3806  
0 -14.3010
1 -14.3010
0 -14.2897  
1 -14.2897  
0 -10.3015  
1 -10.3015  
0 -10.2762  
1 -10.2762  
0 -10.2260  
1 -10.2260  
0 -10.2040
1 -10.2040
0 -10.1738   
1 -10.1738   
0 -1.1203   
1 -1.1203   
0 -1.0796   
1 -1.0796   
0 -1.0627   
1 -1.0627   
0 -0.9096
1 -0.9096
0 -0.8609   
1 -0.8609   
0 -0.8377   
1 -0.8377   
0 -0.7559   
1 -0.7559   
0 -0.6631   
1 -0.6631   
0 -0.6116
1 -0.6116
0 -0.5824   
1 -0.5824   
0 -0.5588   
1 -0.5588   
0 -0.5357   
1 -0.5357   
0 -0.5244   
1 -0.5244   
0 -0.4991
1 -0.4991
0 -0.4911   
1 -0.4911   
0 -0.4809   
1 -0.4809   
0 -0.4513   
1 -0.4513   
0 -0.4402   
1 -0.4402   
0 -0.4229
1 -0.4229
0 -0.3957   
1 -0.3957   
0 -0.3646   
1 -0.3646   
0 -0.2923   
1 -0.2923   
0 -0.2846   
1 -0.2846   
0 -0.2677
1 -0.2677
0 -0.2655   
1 -0.2655   
0 -0.2614   
1 -0.2614   
0 -0.1902   
1 -0.1902   
0 -0.1679   
1 -0.1679   
0 -0.1240
1 -0.1240
