0.1 -19.0686  
0.9 -19.0686  
0.1 -14.3953  
0.9 -14.3953  
0.1 -14.3870  
0.9 -14.3870  
0.1 -14.2971  
0.9 -14.2971  
0.1 -10.2840
0.9 -10.2840
0.1 -10.2820 
0.9 -10.2820 
0.1 -10.2753  
0.9 -10.2753  
0.1 -10.2170   
0.9 -10.2170   
0.1 -1.0309  
0.9 -1.0309  
0.1 -0.9478
0.9 -0.9478
0.1 -0.9409   
0.9 -0.9409   
0.1 -0.8505   
0.9 -0.8505   
0.1 -0.7432   
0.9 -0.7432   
0.1 -0.6618   
0.9 -0.6618   
0.1 -0.6367
0.9 -0.6367
0.1 -0.5628   
0.9 -0.5628   
0.1 -0.5468   
0.9 -0.5468   
0.1 -0.5206   
0.9 -0.5206   
0.1 -0.4655  
0.9 -0.4655  
0.1 -0.4429
0.9 -0.4429
0.1 -0.4306   
0.9 -0.4306   
0.1 -0.4073   
0.9 -0.4073   
0.1 -0.3763   
0.9 -0.3763   
0.1 -0.3746   
0.9 -0.3746   
0.1 -0.3226
0.9 -0.3226
0.1 -0.2502   
0.9 -0.2502   
0.1 -0.2399   
0.9 -0.2399   
0.1 -0.2243   
0.9 -0.2243   
0.1 -0.2060
0.9 -0.2060
