0 -19.9698  
1 -19.9698  
0 -18.9630  
1 -18.9630  
0 -18.2531  
1 -18.2531  
0 -18.2531  
1 -18.2531  
0 -16.8168
1 -16.8168
0 -16.8164  
1 -16.8164  
0 -15.1739  
1 -15.1739  
0 -15.1739  
1 -15.1739  
0 -11.3233  
1 -11.3233  
0 -11.3232
1 -11.3232
0 -8.2379   
1 -8.2379   
0 -8.0481  
1 -8.0481  
0 -2.0718   
1 -2.0718   
0 -2.0707   
1 -2.0707   
0 -1.7282
1 -1.7282
0 -1.5799   
1 -1.5799   
0 -1.5782   
1 -1.5782   
0 -1.3555   
1 -1.3555   
0 -1.3549   
1 -1.3549   
0 -1.2759
1 -1.2759
0 -1.1344   
1 -1.1344   
0 -1.1332   
1 -1.1332   
0 -1.1158   
1 -1.1158   
0 -1.0028   
1 -1.0028   
0 -0.9682
1 -0.9682
0 -0.8574   
1 -0.8574   
0 -0.8417   
1 -0.8417   
0 -0.8159   
1 -0.8159   
0 -0.7776   
1 -0.7776   
0 -0.5960
1 -0.5960
0 -0.5867   
1 -0.5867   
0 -0.5777   
1 -0.5777   
0 -0.5702   
1 -0.5702   
0 -0.4843   
1 -0.4843   
0 -0.4616
1 -0.4616
0 -0.4563   
1 -0.4563   
0 -0.4477   
1 -0.4477   
0 -0.4333   
1 -0.4333   
0 -0.3460   
1 -0.3460   
0 -0.3303
1 -0.3303
0 -0.1805   
1 -0.1805   
0 -0.1619   
1 -0.1619   
0 -0.1484   
1 -0.1484   
0 -0.1296
1 -0.1296
