0.1 -19.1254  
0.9 -19.1254  
0.1 -19.1129  
0.9 -19.1129  
0.1 -14.4228  
0.9 -14.4228  
0.1 -14.3911  
0.9 -14.3911  
0.1 -10.3451
0.9 -10.3451
0.1 -10.2921  
0.9 -10.2921  
0.1 -10.2804  
0.9 -10.2804  
0.1 -10.2102   
0.9 -10.2102   
0.1 -1.1382   
0.9 -1.1382   
0.1 -1.0065
0.9 -1.0065
0.1 -0.9224   
0.9 -0.9224   
0.1 -0.9037   
0.9 -0.9037   
0.1 -0.7859   
0.9 -0.7859   
0.1 -0.6851   
0.9 -0.6851   
0.1 -0.6391
0.9 -0.6391
0.1 -0.5921   
0.9 -0.5921   
0.1 -0.5554   
0.9 -0.5554   
0.1 -0.5200   
0.9 -0.5200   
0.1 -0.4799   
0.9 -0.4799   
0.1 -0.4736
0.9 -0.4736
0.1 -0.4477   
0.9 -0.4477   
0.1 -0.4345   
0.9 -0.4345   
0.1 -0.4179  
0.9 -0.4179  
0.1 -0.3911  
0.9 -0.3911  
0.1 -0.3395
0.9 -0.3395
0.1 -0.2802   
0.9 -0.2802   
0.1 -0.2709   
0.9 -0.2709   
0.1 -0.2429   
0.9 -0.2429   
0.1 -0.2383   
0.9 -0.2383   
0.1 -0.0497
0.9 -0.0497
