Ep    cm2         30%         au          THF/28
3000	2.99558	0.89867	10.6985	0.38209
2000	2.14776	0.64433	7.67057	0.27395
1550	4.13846	1.24154	14.78021	0.52786
1200	6.80658	2.04197	24.30921	0.86819
840	8.28	2.484	29.57143	1.05612
420	13.6747	4.10241	48.83821	1.74422
300	11.3552	3.40656	40.55429	1.44837
