Ee          CS          Ep
496.234	10.2562	911.85961
447.428	11.0459	822.17567
411.957	12.0323	756.99559
363.792	12.8222	668.48953
301.913	14.1057	554.78317
261.223	15.487	480.01286
199.553	17.3628	366.69055
179.938	18.251	330.64682
158.92	19.2379	292.02499
129.165	20.4232	237.3484
